"condition_id","fixed_comp","p_L","ICC","rho","n","p_F","s_F","s_L","s_joint","nnrow_F","nnrow_L","nnrow_joint","mcse_s_F","mcse_s_L","mcse_s_joint","mcse_nnrow_F","mcse_nnrow_L","mcse_nnrow_joint","increment"
56,"1 continuous",5,0.7,0.7,50,1,1,0.843354473524617,0.936800625105241,1,0.609243333333333,0.79169,0,0.00182257265557772,0.00112519693403459,0,0.00238262216609691,0.00193425079311171,-0.0631993748947592
57,"2 continuous",5,0.7,0.7,50,2,1,0.846266634012867,0.974420710190504,1,0.611036666666667,0.898053333333333,0,0.00183121081549921,0.000690206415589167,0,0.00236977382321591,0.00140119084712305,-0.025579289809496
58,"5 continuous",5,0.7,0.7,50,5,1,0.843974955043617,0.998750836123702,1,0.607813333333333,0.992696666666667,0,0.00178579989163166,0.000115895125700556,0,0.00224836517318298,0.000277191687671413,-0.00124916387629814
59,"2 continuous + 3 binary",5,0.7,0.7,50,5,1,0.843332102560704,0.995497298845084,1,0.60933,0.98084,0,0.00178303579684991,0.00027635047197923,0,0.00231138998741562,0.000562661776475768,-0.00450270115491602
60,"5 binary",5,0.7,0.7,50,5,0.519097504537981,0.841189306101569,0.990723582675266,0.519183333333333,0.604703333333333,0.967623333333333,0.00251853461818824,0.00184726385992245,0.00048177407097683,0.00251274556705551,0.00229243992131815,0.000825008028318212,0.149534276573697
61,"none",2,0.9,0.7,50,0,NA,0.584229230448771,0.584229230448771,NA,0.391956666666667,0.391956666666667,NA,0.00298530553335654,0.00298530553335654,NA,0.00222842445337252,0.00222842445337252,0
62,"1 continuous",2,0.9,0.7,50,1,1,0.587088504822161,0.902439186182106,1,0.391703333333333,0.77406,0,0.0029392360663771,0.00182522799549243,0,0.00228246879915049,0.00252227680684349,-0.0975608138178942
63,"2 continuous",2,0.9,0.7,50,2,1,0.579714188803625,0.980561734254571,1,0.38583,0.93647,0,0.00283100585689051,0.000717747320921355,0,0.00226470995205696,0.0012905428244294,-0.0194382657454287
64,"5 continuous",2,0.9,0.7,50,5,1,0.579758677636381,0.999804324927473,1,0.386506666666667,0.99918,0,0.00285406281888346,5.54776786496298e-05,0,0.00218265964519089,9.31740684695903e-05,-0.000195675072526713
65,"2 continuous + 3 binary",2,0.9,0.7,50,5,1,0.580767424318071,0.996836741767653,1,0.38715,0.989896666666667,0,0.00280879766194929,0.000287746818686885,0,0.00230490428263167,0.000475534258304037,-0.0031632582323472
66,"5 binary",2,0.9,0.7,50,5,0.523809255498554,0.58458210424164,0.972707077072524,0.52367,0.390936666666667,0.942853333333333,0.00243168419360294,0.00293936332720617,0.000985611664658219,0.00245963503849922,0.00237990891492253,0.00135354991624533,0.388124972830885
67,"none",5,0.9,0.7,50,0,NA,0.980531933721573,0.980531933721573,NA,0.926756666666667,0.926756666666667,NA,0.000597894072940509,0.000597894072940509,NA,0.00119012949199034,0.00119012949199034,0
68,"1 continuous",5,0.9,0.7,50,1,1,0.980488264334529,0.995386710401632,1,0.92763,0.98048,0,0.000689869778243513,0.000285853802082033,0,0.00138686264479696,0.000592492770300818,-0.00461328959836815
69,"2 continuous",5,0.9,0.7,50,2,1,0.980937433271211,0.998889243665916,1,0.927183333333333,0.994583333333333,0,0.000627741926377193,0.000115304923005277,0,0.00130880655377264,0.000249530547503414,-0.00111075633408408
